Id,SalePrice
1461,11498148.3479816
1462,13590347.0199854
1463,15064613.4389738
1464,17148725.4500151
1465,16401651.5541077
1466,15929051.2094711
1467,17143992.2837514
1468,15353194.4634388
1469,17791587.431879
1470,11454253.2427243
1471,17037429.3115959
1472,10793211.0696999
1473,9912875.47904232
1474,14169703.4063067
1475,12242806.1583584
1476,26164855.9271951
1477,20374792.6491194
1478,23835448.5684729
1479,22407437.4223079
1480,32427350.801093
1481,24949467.0143196
1482,17825728.4826539
1483,15511222.229692
1484,14882281.730994
1485,17259342.7611807
1486,18015928.3589029
1487,25591000.1392032
1488,21462091.8352737
1489,16309417.8330911
1490,18340385.9684491
1491,17048579.6970128
1492,9497740.15424626
1493,17957632.5669779
1494,23973032.5217976
1495,23782100.6176299
1496,17744495.1036199
1497,15625354.7617071
1498,14143122.2382473
1499,14884468.7906011
1500,13891013.1689861
1501,14518040.1245358
1502,13734519.7553671
1503,22326127.1398378
1504,20968267.594251
1505,19138149.5658184
1506,16923839.3527009
1507,20084275.4604124
1508,16285709.5609257
1509,14682651.4077297
1510,13018443.8634712
1511,12955775.144161
1512,15315856.4078442
1513,13824569.7690033
1514,13200985.9477191
1515,17572823.4519057
1516,14472648.7093905
1517,15078195.6405528
1518,12539698.2280861
1519,18263835.1264889
1520,11606129.431813
1521,11206318.8889801
1522,16834182.0218362
1523,10114829.1319436
1524,11590431.2286841
1525,11000502.2356803
1526,9983374.10912811
1527,10073801.741405
1528,14290562.9325416
1529,12516318.7269629
1530,18685927.2931633
1531,10960179.1986042
1532,10488175.1924893
1533,14204893.4816275
1534,12198233.7441739
1535,13214208.874999
1536,10216323.0782361
1537,6921727.2576488
1538,14842566.5262941
1539,17196617.3555878
1540,8774964.37600505
1541,12845139.8450668
1542,11942774.4991177
1543,15288154.9299281
1544,9754605.17194459
1545,12447899.1982416
1546,13481012.7434674
1547,12838158.1532195
1548,13145858.6433742
1549,11699767.8677922
1550,11911531.8595963
1551,11570413.3556674
1552,11605074.246391
1553,12464379.7055909
1554,11951170.3123996
1555,13660989.7018384
1556,8659209.81180348
1557,8437462.44152193
1558,10334403.0717153
1559,7279288.97711596
1560,12161378.0354358
1561,10967437.0195211
1562,12264429.4102512
1563,11409539.4002745
1564,14482301.8398759
1565,13825307.6933758
1566,21038452.1298202
1567,8622062.3680138
1568,17733972.3967327
1569,9504936.9731266
1570,13723455.6030187
1571,11231269.5509128
1572,12948919.9990542
1573,20235990.3401922
1574,11356170.2184878
1575,19818960.3777969
1576,21293125.420641
1577,16330138.3181356
1578,12770286.1884015
1579,12848581.7998574
1580,17342656.7371789
1581,14230756.830332
1582,12760103.2588363
1583,24493137.1093921
1584,19362497.8592032
1585,13504779.4599127
1586,8099774.53614687
1587,10805999.0581253
1588,12975523.201778
1589,10626752.939532
1590,13648848.205433
1591,8980135.8664755
1592,11093960.5376076
1593,13562296.313533
1594,12386859.4381309
1595,9734478.36455339
1596,17810945.9473335
1597,14114636.94208
1598,17679932.4752514
1599,17293338.051117
1600,16246750.5460714
1601,6983151.27954908
1602,10724636.6880396
1603,8716504.43566896
1604,20451796.8780542
1605,22213083.7487045
1606,15900878.5854081
1607,15784818.3956895
1608,19972063.8641479
1609,16307643.4567371
1610,13764970.9014679
1611,13707830.7364972
1612,14433068.8441057
1613,15088745.259801
1614,12270418.5474219
1615,9489534.39206436
1616,8060016.60258017
1617,9618968.35219085
1618,11748651.25548
1619,14356569.2673003
1620,13827586.9278908
1621,12786897.0082796
1622,12083782.4297961
1623,22260435.1163042
1624,17529857.3470162
1625,11209177.20303
1626,15925102.2621626
1627,16213726.5085037
1628,23132271.6633947
1629,16623101.6438655
1630,23818427.5220504
1631,17995869.1441092
1632,18644172.9288889
1633,16276657.8839708
1634,16766895.8915086
1635,16098551.990277
1636,14947096.1579881
1637,17182187.2787053
1638,18757211.3039727
1639,17008603.8686639
1640,22209353.4284316
1641,15843282.5176706
1642,19202123.5397323
1643,19608230.5142228
1644,19846673.0369906
1645,19708612.8846965
1646,15411992.2970056
1647,15493222.1761594
1648,12317940.7544536
1649,12923856.9457488
1650,11899130.7645591
1651,11880931.7528979
1652,11163616.8739045
1653,11666400.8515628
1654,13704784.7075255
1655,13826080.1092725
1656,13397865.2588052
1657,13785337.0498064
1658,13618584.4954195
1659,12446531.0586205
1660,13734888.8325168
1661,32401227.5778918
1662,28679323.2477669
1663,27060050.5021181
1664,36944769.2219683
1665,24496137.7615174
1666,24622424.9519865
1667,26618921.3607411
1668,25396574.716213
1669,24171854.4666324
1670,25897875.8343463
1671,20276648.6803388
1672,30308178.6542732
1673,23718051.1001419
1674,21747906.3861113
1675,15269493.342875
1676,15823757.3236678
1677,17547621.8218488
1678,31996237.0259515
1679,25882804.4147273
1680,22978765.2325036
1681,19828728.4976383
1682,23323453.3255646
1683,16447078.7588332
1684,17074694.3665856
1685,15774725.2157574
1686,15799011.4324798
1687,16313512.6957528
1688,17636006.4284751
1689,17837486.6947097
1690,17805793.4996715
1691,17411293.9461613
1692,22736347.3206685
1693,15451190.9898943
1694,16411389.8930882
1695,16071758.7167136
1696,23019977.4752208
1697,16818985.4201736
1698,27820189.9491536
1699,25389211.5733957
1700,20064514.9162126
1701,22123133.0849519
1702,21175103.2214332
1703,21939110.9077064
1704,22957944.4283506
1705,19660488.2643848
1706,30536776.1474244
1707,17041692.7395493
1708,17240670.9943622
1709,23190745.6204094
1710,19135468.5658025
1711,22414547.2084617
1712,21011274.3900201
1713,21364261.2565832
1714,18473932.3593682
1715,17544015.6277428
1716,16976746.5733434
1717,16969648.941105
1718,12695370.6204437
1719,17517208.3805029
1720,20252419.2029117
1721,16147006.6573824
1722,11689321.6074572
1723,14163138.6475642
1724,18305439.0667671
1725,19780421.3623449
1726,16528692.6764444
1727,13648368.7136445
1728,16944771.4970185
1729,15312029.4905795
1730,17277637.5283851
1731,12150605.816893
1732,12340235.3973128
1733,10545066.9738579
1734,11082276.8881196
1735,12807969.6843836
1736,11018671.4956237
1737,28414768.8921922
1738,20760800.8870709
1739,22761242.461959
1740,16365243.4092572
1741,15463875.4404135
1742,14518391.196509
1743,15462372.5524666
1744,24686694.9102785
1745,17403549.0269185
1746,19896529.532284
1747,19574299.5012558
1748,20104374.3951263
1749,13729712.4091629
1750,13180440.7857
1751,22493972.8458825
1752,11059018.8611523
1753,13568131.1041196
1754,18446054.7785953
1755,13954108.5603468
1756,12539198.2919407
1757,11337193.4033134
1758,13416972.0364179
1759,15223564.2730267
1760,15000232.5929415
1761,14746638.373824
1762,15343718.1981432
1763,15747325.2828972
1764,11021921.8712748
1765,15666826.6775592
1766,17191482.8263135
1767,20821187.625338
1768,12960084.4106753
1769,16738280.3705184
1770,14171229.3401852
1771,11066995.2482501
1772,11804703.7682005
1773,11856681.670407
1774,12679001.9510273
1775,13351686.7999217
1776,12111253.0693423
1777,10697673.0868391
1778,12742113.8251069
1779,10732998.8078946
1780,16804673.8329393
1781,11539049.3822573
1782,8546282.60154706
1783,12456710.241226
1784,9292404.21243017
1785,11030915.1621676
1786,12620105.400168
1787,15187246.7357778
1788,6861166.4445444
1789,10733596.6738709
1790,6804496.05463358
1791,17685316.45202
1792,14787327.1523455
1793,13570854.2835658
1794,15496453.9332033
1795,12357470.941363
1796,12618640.9703649
1797,12774445.1795811
1798,11221809.7796262
1799,11347761.6144836
1800,10967835.3210786
1801,11195259.9714092
1802,14357826.8146905
1803,14164262.4988205
1804,13174084.5717385
1805,13651670.7108204
1806,12985417.1663127
1807,12974247.0087733
1808,11654821.2104844
1809,10264797.1655139
1810,13174470.1674911
1811,8520665.45724645
1812,9162088.86332686
1813,11755070.6875629
1814,9464542.16573744
1815,6580007.93734876
1816,10375310.6456999
1817,9188489.60869569
1818,12476315.9197134
1819,12399119.9231801
1820,7004415.33010901
1821,11537986.8556103
1822,13440022.7200518
1823,5872383.99962633
1824,12604839.2782325
1825,12254375.159887
1826,9439656.18678953
1827,9965923.38077632
1828,12215582.0121421
1829,13692107.8786095
1830,12821025.6986632
1831,14531593.2291922
1832,8643031.36126467
1833,12658265.3148749
1834,11432224.8268633
1835,10303655.8820472
1836,12307394.9784818
1837,8742149.40481713
1838,11193008.7290717
1839,10542850.5825887
1840,12765075.9557041
1841,12392483.467371
1842,9366250.57989166
1843,12180749.2651276
1844,12964902.9124366
1845,12769567.4349813
1846,13499982.4777035
1847,13261990.6086866
1848,5759246.21339272
1849,11233414.9072413
1850,11343727.6787548
1851,13952501.0166871
1852,12776453.3705859
1853,11341675.394978
1854,15976920.6478704
1855,14234324.6829596
1856,19517151.7032597
1857,12150788.9167066
1858,14196183.4558806
1859,12350537.882031
1860,14922171.243708
1861,12298101.2769233
1862,28789046.3555863
1863,28647926.1948402
1864,28649256.6382491
1865,25079387.6851088
1866,25377270.8565675
1867,21147632.5373724
1868,23439052.5234073
1869,18354427.9030432
1870,20289336.85106
1871,21088298.4112227
1872,15608454.826384
1873,19012675.575918
1874,14056860.2216026
1875,17696376.6750004
