Id,SalePrice
1461,11362637.3043514
1462,13271649.4376134
1463,15191617.7959663
1464,17272483.6607617
1465,16509508.8567135
1466,16034692.7162973
1467,17498108.6975515
1468,15582191.3271986
1469,17208705.9495165
1470,11287483.7536551
1471,17173594.1816855
1472,10692564.5210919
1473,10009982.7479524
1474,14203084.9337438
1475,11890630.9452076
1476,26454480.194507
1477,20551876.4184901
1478,23583678.5114111
1479,22606487.4603851
1480,32710308.2320749
1481,24636706.2937671
1482,17993181.1840371
1483,15828871.0417056
1484,15295901.1817918
1485,17492010.0632691
1486,18019027.2823354
1487,25309964.2264951
1488,21192821.6324443
1489,16129008.2760791
1490,18840198.5979141
1491,17418380.0000321
1492,9486972.06131596
1493,18781631.8621046
1494,23926854.9482052
1495,23314306.3801864
1496,18087958.8634867
1497,15167828.9656835
1498,14088461.1725476
1499,14899559.2793912
1500,14002976.4555115
1501,14686616.3638448
1502,13716652.4711929
1503,21856152.0325938
1504,20803921.1397136
1505,19206347.9134012
1506,17227435.2699574
1507,20366939.3559006
1508,16634283.4130074
1509,14312733.1977311
1510,12947749.3275553
1511,13103652.9161861
1512,15612611.221344
1513,13929900.0298792
1514,13607636.2390017
1515,17501302.1353712
1516,14391158.5645791
1517,15075241.5643601
1518,12069331.2640419
1519,18762174.2176765
1520,11573941.1778114
1521,11118608.3416686
1522,16328816.650755
1523,9908228.25967892
1524,11046401.828087
1525,11055283.2902034
1526,10122539.7475432
1527,10075623.4472676
1528,14222527.894089
1529,12308464.5591186
1530,19131843.6374498
1531,11207604.966325
1532,10514225.8477598
1533,13890817.7225991
1534,12294424.3095899
1535,13690036.4701919
1536,10730289.4528187
1537,7209145.94745344
1538,15740324.4749143
1539,17408929.0627566
1540,9007736.354384
1541,12842174.1114842
1542,12164038.355383
1543,15543804.7341179
1544,9641239.27410486
1545,12181637.1703936
1546,12900228.5009678
1547,12710219.659127
1548,12702154.6547192
1549,11606316.9171928
1550,12013450.572937
1551,11528585.6993275
1552,12323245.8554986
1553,12965953.9332609
1554,12151454.7882851
1555,13892393.4727975
1556,9022356.34816871
1557,8944999.64785298
1558,10129061.1136946
1559,7729061.19767376
1560,11535284.6331561
1561,10942580.2020923
1562,12438419.9478145
1563,11185286.2088285
1564,14217892.0426675
1565,13592302.4330619
1566,20028944.6311818
1567,8521585.71402962
1568,18137767.4386672
1569,10373777.7865258
1570,13720938.5758782
1571,11473206.4094437
1572,13023622.2121855
1573,19616369.9560704
1574,11444240.3544816
1575,19091800.1247843
1576,21260612.2000921
1577,16552420.4909571
1578,13054683.7987948
1579,12783405.0479118
1580,17566063.0703697
1581,14246106.6925484
1582,12576207.0151269
1583,24681218.1380685
1584,19612678.740029
1585,13463426.5605496
1586,8407517.07224751
1587,10657727.6997722
1588,13211125.2507881
1589,10526230.7728939
1590,13372552.9464645
1591,8940400.36143241
1592,11493950.6503222
1593,13093466.9744926
1594,11926181.2926245
1595,9824876.92602068
1596,17862706.3045163
1597,14056714.3248143
1598,17667184.5270438
1599,16600833.7125584
1600,16125766.1393632
1601,7019638.29917359
1602,10801747.8999976
1603,9011013.60800068
1604,20517810.7294625
1605,22213946.5380213
1606,15900935.2808072
1607,15588718.1355979
1608,20078440.696596
1609,16545822.9023668
1610,14154832.7339037
1611,13816845.7255491
1612,14999545.47926
1613,15575103.6920799
1614,12408309.5738495
1615,9479403.01134469
1616,8183481.10345207
1617,9714043.85615637
1618,11811883.0245587
1619,14176690.3982422
1620,14169908.7395332
1621,12729645.3443342
1622,12991484.0998846
1623,22450341.1607565
1624,17750080.7483804
1625,10940327.3720448
1626,16164546.2979126
1627,16410516.2375141
1628,23052021.22801
1629,16570988.0053045
1630,24091294.8117851
1631,18001200.2874411
1632,18761758.412714
1633,16368729.9391258
1634,17037796.184749
1635,16342012.4182999
1636,15095666.6949691
1637,17224134.109664
1638,18511800.5645236
1639,17094512.5412771
1640,21884167.1447141
1641,16058032.3393987
1642,19194954.3993078
1643,19397457.5193205
1644,19653823.1304207
1645,20367550.4386473
1646,15462961.2259267
1647,15210708.3495902
1648,12226886.9589684
1649,12844507.401474
1650,11821210.1460406
1651,12026774.3981308
1652,11118357.9482366
1653,11554166.2972236
1654,13935708.7904018
1655,13615497.0027846
1656,13510561.7094967
1657,14029369.0798999
1658,13738305.6010537
1659,12252787.7649538
1660,13584860.2450144
1661,32790603.9326213
1662,27964786.1597448
1663,26762400.5560615
1664,36189635.0519644
1665,24249486.3700116
1666,24523324.3682384
1667,27048783.4363029
1668,25542048.3153915
1669,23791558.7413058
1670,25703977.8037831
1671,20799323.7915175
1672,30910525.352724
1673,24398851.9892025
1674,21463395.5679643
1675,15677441.3714746
1676,16117563.0919246
1677,17970648.9087514
1678,31493836.4477952
1679,26016746.3466111
1680,22908621.7132183
1681,19826158.3944298
1682,23655825.8679581
1683,16700650.6319475
1684,17445863.878816
1685,16043940.8381864
1686,15921511.1002717
1687,16257663.3677864
1688,17719955.1502388
1689,17931809.6075767
1690,18239983.2724357
1691,17677336.2339566
1692,22633761.160792
1693,15674641.8809353
1694,16710723.6927616
1695,16151587.2261787
1696,22957484.2648767
1697,16805345.8173755
1698,27805977.1816756
1699,25013664.6484974
1700,20485476.7679197
1701,21974068.8759576
1702,21266049.6932018
1703,21908191.7310802
1704,23006806.8016462
1705,19786013.6309122
1706,30476106.2674207
1707,17203115.2230074
1708,17624528.3150121
1709,23056770.6676258
1710,19002364.5505489
1711,22508803.4587853
1712,21279981.5650139
1713,21878217.6348921
1714,18647224.3300418
1715,17528688.7010481
1716,16734783.2530627
1717,16892556.0851187
1718,12619420.6282606
1719,17797472.1998522
1720,20120991.596709
1721,16030487.2482483
1722,11900303.4903919
1723,14684402.6821248
1724,18395412.1253368
1725,19828983.2015205
1726,16548071.7430167
1727,13849284.1520635
1728,16921596.1447173
1729,15212977.544657
1730,15744212.560217
1731,11966536.539785
1732,12110516.8389991
1733,10400186.0281937
1734,11171417.1579185
1735,12974527.2830912
1736,10945632.9378492
1737,27165861.6916214
1738,20650203.7186933
1739,22750132.4899143
1740,16692474.1007325
1741,15408780.6914309
1742,14499358.3549692
1743,15719784.6507483
1744,24053124.5225841
1745,17622407.1795762
1746,18455486.3678623
1747,18904514.2905633
1748,20079517.1084579
1749,13805266.4682005
1750,12900201.6439519
1751,21784460.7949621
1752,10874954.3204682
1753,13528340.0900483
1754,18555224.4242682
1755,13891953.9073671
1756,12263365.3459714
1757,11055242.6478465
1758,13323606.2624914
1759,15148776.6700322
1760,15203089.4485992
1761,14554061.2193739
1762,15580918.2400647
1763,15477081.4810319
1764,10871622.0389708
1765,15657382.1657157
1766,17340798.3538535
1767,21148472.0644833
1768,12782175.9294893
1769,16203007.4844402
1770,14589980.4651539
1771,11145573.3742673
1772,11646606.9846817
1773,11994062.0440934
1774,12206781.5161423
1775,13058644.6528114
1776,11889585.9935581
1777,10402102.3085287
1778,12860314.0205746
1779,10691069.8524615
1780,16777261.5347692
1781,11344325.5720634
1782,8460573.09295527
1783,13315143.999933
1784,9990135.80770141
1785,11002431.6290138
1786,13547590.5029068
1787,15327275.0881789
1788,6934860.25170169
1789,10358788.3190939
1790,7161053.72823232
1791,17116325.5200908
1792,14563975.829822
1793,13719103.2250527
1794,15663885.9122476
1795,11947580.7569941
1796,12032749.2314605
1797,12476967.8690904
1798,11100279.1883857
1799,10961894.2036961
1800,10909405.2338886
1801,11598775.9995759
1802,14189962.2687308
1803,13944697.526159
1804,12904960.8245168
1805,13398230.7495226
1806,13042951.3612628
1807,13252406.5442879
1808,11777933.6441218
1809,11115860.882416
1810,13002544.955083
1811,8488169.93668879
1812,9441886.9263253
1813,11586916.8456253
1814,9567682.70829709
1815,6600422.705921
1816,10239400.9431625
1817,9749857.58643706
1818,12595351.0024692
1819,12456996.1408119
1820,7091599.56076169
1821,11525457.6058648
1822,14299898.3779327
1823,6119701.29367418
1824,12204711.8766284
1825,12445401.0783334
1826,9486754.40972409
1827,10260542.7031087
1828,12153584.1261664
1829,13553652.9850141
1830,13292064.2060795
1831,14866274.4339717
1832,8710070.78397451
1833,13208905.7595916
1834,11871842.7031112
1835,11461315.1009854
1836,11864997.0774663
1837,9069684.41684562
1838,11893915.1452297
1839,10555678.8941189
1840,13619948.8999464
1841,11982001.8102247
1842,9650466.96871983
1843,12033142.7391589
1844,12602214.9613625
1845,12959164.8636066
1846,13416139.4398618
1847,13219157.0621916
1848,5984619.00378439
1849,11102547.2322094
1850,11168579.9915254
1851,13244830.6299642
1852,12423292.6159258
1853,11733694.9798493
1854,15503458.0312632
1855,13753319.0768936
1856,20125768.9753902
1857,12300448.9506681
1858,13134120.787731
1859,11706304.5686002
1860,13531138.3940442
1861,11665655.9203734
1862,27412917.9965085
1863,27258071.7511609
1864,27259531.1115253
1865,24687643.2632155
1866,25536938.0544261
